Row,Project_Name,URL,New URL,Class,Test,Content,Detected
33,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_tcp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestTcpClientApiMethods,testGetAvailableHandlers,"def testGetAvailableHandlers(self):
        self.assertIsNotNone(self.client.getAvailableHandlers())

    ",True
34,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_tcp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestTcpClientApiMethods,testGetAvailableMotorRegisters,"def testGetAvailableMotorRegisters(self):
        self.assertIsNotNone(self.client.getAvailableMotorRegisters('base'))

    ",True
35,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_tcp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestTcpClientApiMethods,testGetAvailableSounds,"def testGetAvailableSounds(self):
        self.assertIsNotNone(self.client.getAvailableSounds())

    ",True
36,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_tcp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestTcpClientApiMethods,testGetMotorRegister,"def testGetMotorRegister(self):
        self.assertIsNotNone(self.client.getMotorRegister('base', 'goal_position'))

    ",True
37,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_tcp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestTcpClientApiMethods,testGetMotorRegisterRange,"def testGetMotorRegisterRange(self):
        self.assertIsNotNone(self.client.getMotorRegisterRange('base', 'goal_position'))

    ",True
38,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_tcp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestTcpClientApiMethods,testMoveMotorInDirection,"def testMoveMotorInDirection(self):
        self.assertIsNotNone(self.client.moveMotorToPosition('base', 'left', '2'))

    # ",True
39,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_tcp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestTcpClientApiMethods,testMoveMotorInTime,"def testMoveMotorInTime(self):
        self.assertIsNotNone(self.client.moveMotorInTime('base', '2048', '12'))

    ",True
40,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_tcp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestTcpClientApiMethods,testMoveMotorToPosition,"def testMoveMotorToPosition(self):
        self.assertIsNotNone(self.client.moveMotorToPosition('base', '2048', '2'))

    ",True
41,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_tcp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestTcpClientApiMethods,testPauseAnimation,"def testPauseAnimation(self):
        self.assertIsNotNone(self.client.pauseAnimation())

    ",True
42,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_tcp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestTcpClientApiMethods,testPauseAudio,"def testPauseAudio(self):
        self.assertIsNotNone(self.client.pauseAudio())

    ",True
43,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_tcp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestTcpClientApiMethods,testPlayAnimation,"def testPlayAnimation(self):
        self.assertIsNotNone(self.client.playAnimation('welcome'))

    ",True
44,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_tcp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestTcpClientApiMethods,testPlayAudio,"def testPlayAudio(self):
        self.assertIsNotNone(self.client.playAudio('hello'))

    ",True
45,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_tcp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestTcpClientApiMethods,testResumeAnimation,"def testResumeAnimation(self):
        self.assertIsNotNone(self.client.resumeAnimation())

    ",True
46,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_tcp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestTcpClientApiMethods,testResumeAudio,"def testResumeAudio(self):
        self.assertIsNotNone(self.client.resumeAudio())

    ",True
47,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_tcp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestTcpClientApiMethods,testSetMotorRegister,"def testSetMotorRegister(self):
        self.assertIsNotNone(self.client.setMotorRegister('base', 'goal_position', '2048'))

    ",True
48,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_tcp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestTcpClientApiMethods,testStopAnimation,"def testStopAnimation(self):
        self.assertIsNotNone(self.client.stopAnimation())

    ",True
49,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_tcp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestTcpClientApiMethods,testStopAudio,"def testStopAudio(self):
        self.assertIsNotNone(self.client.stopAudio())
",True
50,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_udp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestUdpClientApiMethods,testGetAvailableAnimations,"def testGetAvailableAnimations(self):
        self.assertIsNotNone(self.client.getAvailableAnimations())

    ",True
51,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_udp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestUdpClientApiMethods,testGetAvailableHandlers,"def testGetAvailableHandlers(self):
        self.assertIsNotNone(self.client.getAvailableHandlers())

    ",True
52,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_udp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestUdpClientApiMethods,testGetAvailableMotorRegisters,"def testGetAvailableMotorRegisters(self):
        self.assertIsNotNone(self.client.getAvailableMotorRegisters('base'))

    ",True
53,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_udp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestUdpClientApiMethods,testGetAvailableSounds,"def testGetAvailableSounds(self):
        self.assertIsNotNone(self.client.getAvailableSounds())

    ",True
54,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_udp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestUdpClientApiMethods,testGetMotorRegister,"def testGetMotorRegister(self):
        self.assertIsNotNone(self.client.getMotorRegister('base', 'goal_position'))

    ",True
55,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_udp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestUdpClientApiMethods,testMoveMotorInDirection,"def testMoveMotorInDirection(self):
        self.assertIsNotNone(self.client.moveMotorToPosition('base', 'left', '2'))

    # ",True
56,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_udp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestUdpClientApiMethods,testMoveMotorInTime,"def testMoveMotorInTime(self):
        self.assertIsNotNone(self.client.moveMotorInTime('base', '2048', '12'))

    ",True
57,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_udp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestUdpClientApiMethods,testMoveMotorToPosition,"def testMoveMotorToPosition(self):
        self.assertIsNotNone(self.client.moveMotorToPosition('base', '2048', '2'))

    ",True
58,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_udp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestUdpClientApiMethods,testPauseAnimation,"def testPauseAnimation(self):
        self.assertIsNotNone(self.client.pauseAnimation())

    ",True
59,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_udp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestUdpClientApiMethods,testPauseAudio,"def testPauseAudio(self):
        self.assertIsNotNone(self.client.pauseAudio())

    ",True
60,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_udp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestUdpClientApiMethods,testPlayAnimation,"def testPlayAnimation(self):
        self.assertIsNotNone(self.client.playAnimation('welcome'))

    ",True
61,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_udp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestUdpClientApiMethods,testPlayAudio,"def testPlayAudio(self):
        self.assertIsNotNone(self.client.playAudio('hello'))

    ",True
62,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_udp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestUdpClientApiMethods,testResumeAnimation,"def testResumeAnimation(self):
        self.assertIsNotNone(self.client.resumeAnimation())

    ",True
63,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_udp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestUdpClientApiMethods,testResumeAudio,"def testResumeAudio(self):
        self.assertIsNotNone(self.client.resumeAudio())

    ",True
64,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_udp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestUdpClientApiMethods,testSetMotorRegister,"def testSetMotorRegister(self):
        self.assertIsNotNone(self.client.setMotorRegister('base', 'goal_position', '2048'))

    ",True
65,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_udp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestUdpClientApiMethods,testStopAnimation,"def testStopAnimation(self):
        self.assertIsNotNone(self.client.stopAnimation())

    ",True
66,Butter.MAS.PythonAPI,https://github.com/bennymeg/Butter.MAS.PythonAPI/blob/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_udp_test.py,https://raw.githubusercontent.com/bennymeg/Butter.MAS.PythonAPI/f86ebe75df3826f62a268645cdbe4400b43fab07/butter/mas/tests/clients/client_test.py,TestUdpClientApiMethods,testStopAudio,"def testStopAudio(self):
        self.assertIsNotNone(self.client.stopAudio())
",True
87,flask-multi-redis,https://github.com/max-k/flask-multi-redis/blob/fa781d3598448a6429309a686de9a8adb53f9f34/test/integration/test_flask_multi_redis.py,https://raw.githubusercontent.com/max-k/flask-multi-redis/fa781d3598448a6429309a686de9a8adb53f9f34/test/integration/test_flask_multi_redis.py,,test_aggregated_delitem_method,"def test_aggregated_delitem_method(mocked_aggregated):
    """"""Test FlaskMultiRedis aggregated __delitem__ method.""""""

    del(mocked_aggregated['name'])
    for node in mocked_aggregated._aggregator._redis_nodes:
        assert not hasattr(node, 'name')
    mocked_aggregated._aggregator._redis_nodes = []
    del(mocked_aggregated['name'])
",True
88,flask-multi-redis,https://github.com/max-k/flask-multi-redis/blob/fa781d3598448a6429309a686de9a8adb53f9f34/test/integration/test_flask_multi_redis.py,https://raw.githubusercontent.com/max-k/flask-multi-redis/fa781d3598448a6429309a686de9a8adb53f9f34/test/integration/test_flask_multi_redis.py,,test_aggregated_getitem_method,"def test_aggregated_getitem_method(mocked_aggregated):
    """"""Test FlaskMultiRedis aggregated __getitem__ method.""""""

    assert mocked_aggregated['pattern'] == 'node2'
    mocked_aggregated._aggregator._redis_nodes = []
    assert mocked_aggregated['pattern'] is None


",True
